"survey.id","species","sitename","site.id","survey.conducted","year","date","day","month","occurnotes","obsaffil","effortsource_desc","effortsource","effortmethod_desc","countyname","lat","lon","accuracy_desc","locaccuracy","wdfwregion","owlsitecenter_desc","owlsitecenter","count","data.type","age","individual.id","duration","time.to.detect","pass.id","survey.pass"
84,"RACA",NA,69,1,1997,"8/20/1997",20,8,"HIDDEN LAKE : 1 ADULT","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.04782903,-121.739218,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"84_1"
85,"RACA",NA,70,1,1996,"8/15/1996",15,8,"HIDDEN LAKES : 9 ADULTS/4 JUVENILES","FLICK, C/USFS;GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.04882808,-121.7363529,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"85_1"
86,"RACA",NA,71,1,1997,"8/20/1997",20,8,"HIDDEN LAKE : 1 ADULT/2 FROGLETS","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.04896867,-121.7361218,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"86_1"
87,"RACA",NA,72,1,2000,"8/17/2000",17,8,"WOOD LAKE : ADULT/TADPOLES
","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.04956611,-121.7850146,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"87_1"
88,"RACA",NA,73,1,1997,"8/19/1997",19,8,"WOOD LAKE : 3 ADULTS/6 TADPOLES/1 DEAD ADULT","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.04957532,-121.7855318,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"88_1"
89,"RACA",NA,74,1,1996,"8/9/1996",9,8,"WOOD LAKE : 17 ADULTS","FLICK, C/USFS;GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.04968318,-121.7853172,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"89_1"
90,"RACA",NA,75,1,2000,"8/17/2000",17,8,"WOOD LAKE : 8 ADULTS/2 TADPOLES","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.04994111,-121.7854497,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"90_1"
91,"RACA","MEADOW CREEK WETLANDS",76,1,2009,"8/5/2009",5,8,"ID 13069","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.07633211,-121.7256737,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"91_1"
92,"RACA","MEADOW CREEK WETLANDS",77,1,2009,"8/5/2009",5,8,"ID 13068","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.07656784,-121.7255698,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"92_1"
93,"RACA","MEADOW CREEK WETLANDS",78,1,2009,"8/5/2009",5,8,"ID 13071","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.07672177,-121.7257898,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"93_1"
94,"RACA","FS RD 091 NEAR JUNCTION WITH FS RD 88 ",79,1,2009,"8/4/2009",4,8,"ID 13064 100S OF METAMORPHS (21 MM SVL) ALL AROUND THE POND EDGE AND IN SHALLOW REMAINING WATER, WATER 27C, AIR 18C
","RITTER, D,/VOLUNTEER;HALLOCK,L/DNR","Other survey",30,"Ground","Skamania",46.07675531,-121.7199183,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"94_1"
95,"RACA","LANGFIELD FALLS AREA",80,1,2009,"8/5/2009",5,8,"ID 13091","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.07785809,-121.65485,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"95_1"
96,"RACA",NA,81,1,1996,"8/15/1996",15,8,"HIDDEN LAKES : 5 ADULTS","FLICK, C/USFS;GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.07910776,-121.7038685,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"96_1"
97,"RACA","MEADOW CREEK WETLANDS",82,1,2009,"8/5/2009",5,8,"ID 13074","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.0800563,-121.7228252,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"97_1"
98,"RACA","MEADOW CREEK WETLANDS",83,1,2009,"8/5/2009",5,8,"ID 13075 ADULT IN FLOWING SEEP. ONLY STANDING WATER IS IN SEEP AND SMALL CREEK, OTHERWISE MEADOW IS DRY
","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.08160861,-121.7227651,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"98_1"
99,"RACA","MEADOW CREEK WETLANDS",84,1,2009,"8/5/2009",5,8,"ID 13081","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.08195632,-121.7233719,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"99_1"
100,"RACA","MEADOW CREEK WETLANDS",85,1,2009,"8/5/2009",5,8,"ID 13080","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.08206821,-121.7229167,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"100_1"
101,"RACA","MEADOW CREEK WETLANDS",86,1,2009,"8/5/2009",5,8,"ID 13077 ","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.0820787,-121.7225845,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"101_1"
102,"RACA","MEADOW CREEK AT  FS RD 88",87,1,2009,"8/3/2009",3,8,"ID 13053 AN ADULT MALE CAPTURED & PHOTOGRAPHED, 2 METAMORPHS WITH 1 CAPTURED AND MEASURED (31 MM SVL), A SMALLER ADULT AND LARGE ADULT NOT CAPTURED
","HALLOCK, L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.08241372,-121.7108754,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"102_1"
103,"RACA","MEADOW CREEK AT  FS RD 88",88,1,2009,"8/3/2009",3,8,"ID 13054  30 MM SVL, PHOTO OF FROG AND HABITAT

","HALLOCK, L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.08257181,-121.7090292,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"103_1"
104,"RACA",NA,89,1,1958,"6/26/1958",26,6,"7 MI WNW GLENWOOD :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Yakima",46.08366377,-121.3976495,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"104_1"
105,"RACA",NA,89,1,1958,"6/26/1958",26,6,"7 MI WNW GLENWOOD :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Yakima",46.08366377,-121.3976495,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"105_1"
106,"RACA",NA,89,1,1958,"6/26/1958",26,6,"7 MI W OF GLENWOOD :  ","METTER, D/US NAT MUSEUM - DC",NA,NA,"Ground","Yakima",46.08366377,-121.3976495,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"106_1"
107,"RACA",NA,90,1,1993,"8/21/1993",21,8,"MEADOW CREEK : MANY","LEONARD, B/WDOE/ WDOT /WADNR*",NA,NA,"Ground","Skamania",46.08423556,-121.7103411,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"107_1"
108,"RACA",NA,91,1,1947,"9/2/1947",2,9,"SURPRISE LAKES :  ","UNIV. PUGET SOUND BIO CLUB/UNKNOWN",NA,NA,"Ground","Skamania",46.0926298,-121.7572022,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"108_1"
109,"RACA",NA,92,1,1969,"8/9/1969",9,8,"NINE FOOT CREEK TRIB OF WHITE SALMON RIVER : 10 SPECIMENS.","NUSSBAUM, R/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Skamania",46.09656527,-121.6096754,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"109_1"
110,"RACA",NA,92,1,1970,"8/23/1970",23,8,"NINE FOOT CREEK N W OF TROUT LAKE : 7 SPECIMENS.","NUSSBAUM, R/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Skamania",46.09656527,-121.6096754,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"110_1"
111,"RACA","LANGFIELD FALLS AREA",93,1,2009,"8/5/2009",5,8,"ID 13082","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.09689796,-121.7261423,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"111_1"
112,"RACA","LANGFIELD FALLS AREA",94,1,2009,"8/5/2009",5,8,"ID 13084","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.09722083,-121.7265057,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"112_1"
113,"RACA","LANGFIELD FALLS AREA",95,1,2009,"8/5/2009",5,8,"ID 13087","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.09751795,-121.7262456,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"113_1"
114,"RACA","LANGFIELD FALLS AREA",96,1,2009,"8/5/2009",5,8,"ID 13090","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.0976706,-121.7262517,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"114_1"
115,"RACA","LANGFIELD FALLS AREA",97,1,2009,"8/5/2009",5,8,"ID 13089","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.09767134,-121.7261833,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"115_1"
116,"RACA","RD ?ES N OF FS RD 8851 X 88 JUNCTION",98,1,2009,"8/3/2009",3,8,"ID 13057  LITTLE WATER REMAINING IN MEADOW, FROGS FOUND IN REMAINING WATER OF CREEK, ONE MEASURE 31 MM SVL

","HALLOCK, L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.10526371,-121.726204,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"116_1"
117,"RACA","RD ?ES N OF FS RD 8851 X 88 JUNCTION",99,1,2009,"8/3/2009",3,8,"ID 13056  LITTLE WATER REMAINING IN MEADOW, FROGS FOUND IN REMAINING WATER OF CREEK, ONE MEASURE 33 MM SVL
","HALLOCK, L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.10562369,-121.7254912,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"117_1"
118,"RACA",NA,100,1,1917,"8/10/1917",10,8,"MT. ADAMS, GOTCHEN CREEK : MALE;","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Yakima",46.10760775,-121.4755621,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"118_1"
119,"RACA",NA,100,1,1917,"8/18/1917",18,8,"MT. ADAMS, GOTCHEN CREEK : JUVENILE","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Yakima",46.10760775,-121.4755621,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"119_1"
120,"RACA",NA,100,1,1917,"8/18/1917",18,8,"MT. ADAMS, GOTCHEN CREEK : JUVENILE","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Yakima",46.10760775,-121.4755621,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"120_1"
121,"RACA",NA,100,1,1917,"8/18/1917",18,8,"MT. ADAMS, GOTCHEN CREEK : SUBADULT","TAYLOR, W/UNKNOWN",NA,NA,"Ground","Yakima",46.10760775,-121.4755621,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"121_1"
122,"RACA",NA,101,1,1939,"7/10/1939",10,7,"TWIN BUTTES R.S. :  ","LONGHURST, W/UNIV OF CALIFORNIA MUSEUM OF VERTEBRATE ZOOLOGY ;HOFFMEISTER, D/UNIV OF CALIFORNIA MUSEUM OF VERTEBRATE ZOOLOGY ",NA,NA,"Ground","Skamania",46.11221186,-121.7741503,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"122_1"
123,"RACA",NA,102,1,1939,"1/1/1939",NA,NA,"TWIN BUTTES RANGER STATION :  ","UNIV. CA.: MUSEUM OF VERT. ZOO. - BERKEL/UNKNOWN",NA,NA,"Ground","Skamania",46.11335096,-121.7674176,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"123_1"
124,"RACA",NA,103,1,1939,"1/1/1939",NA,NA,"CAYUSE MEADOWS :  ","UNIV. CA.: MUSEUM OF VERT. ZOO. - BERKEL/UNKNOWN",NA,NA,"Ground","Skamania",46.12035441,-121.7971042,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"124_1"
125,"RACA",NA,103,1,1939,"7/11/1939",11,7,"CAYUSE MEADOWS, 3.5 MI SW STEAMBOAT MT. :  ","HOFFMEISTER, D/UNIV OF CALIFORNIA MUSEUM OF VERTEBRATE ZOOLOGY ",NA,NA,"Ground","Skamania",46.12035441,-121.7971042,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"125_1"
126,"RACA",NA,104,1,1989,"7/8/1989",8,7,"CASCADE CREEK, (T7N R10E S5 1/4SW) :  ","LEONARD, B/WDOE/ WDOT /WADNR*;MCALLISTER, K/WDFW",NA,NA,"Ground","Skamania",46.12052342,-121.5890372,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"126_1"
127,"RACA",NA,104,1,1989,"7/8/1989",8,7,"T07NR10ES05SWNW, CASCADE CREEK ALONG TRAIL : ONE IMMATURE AND ONE ADULT","LEONARD, B/WDOE/ WDOT /WADNR*",NA,NA,"Ground","Skamania",46.12052342,-121.5890372,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"127_1"
128,"RACA",NA,105,1,1995,"9/2/1995",2,9,"BEAVER POND IN MOUNT ADAMS WILDERNESS AREA. : 2 FROGLETS.","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.12347947,-121.588173,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"128_1"
129,"RACA","NORTH FORK TROUT LAKE CREEK",106,1,2009,"8/6/2009",6,8,"ID 13106, 13108","RITTER, D,/VOLUNTEER;HALLOCK,L/DNR","Other survey",30,"Ground","Skamania",46.12380213,-121.6156015,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"129_1"
130,"RACA",NA,107,1,1995,"9/2/1995",2,9,"BEAVER POND IN MOUNT ADAMS WILDERNESS AREA. : 2 ADULTS.","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.1251139,-121.5864109,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"130_1"
131,"RACA","MOSQUITO LAKE",108,1,2009,"8/7/2009",7,8,"ID 13120","HALLOCK,L/DNR;RITTER, D,/VOLUNTEER","Other survey",30,"Ground","Skamania",46.12596872,-121.753508,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"131_1"
132,"RACA",NA,109,1,1946,"9/12/1946",12,9,"MOSQUITO LAKE :  ",NA,NA,NA,"Ground","Skamania",46.12898851,-121.7879912,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"132_1"
133,"RACA",NA,110,1,1993,"10/22/1993",22,10,"GOTCHEN CRK MEADOW : 10 JUV","LEONARD, B/WDOE/ WDOT /WADNR*",NA,NA,"Ground","Yakima",46.13449791,-121.4644898,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"133_1"
134,"RACA",NA,111,1,1972,"8/17/1972",17,8,"STEAMBOAT MTN RESEARCH NATURAL AREA : 3 SPECIMENS.","NUSSBAUM, R/UNIV OF MICHIGAN MUSEUM OF ZOOLOGY",NA,NA,"Ground","Skamania",46.13450371,-121.7452861,"General locality",13120,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"134_1"
135,"RACA",NA,112,1,1995,"9/3/1995",3,9,"CROFTON CREEK IN MOUNT ADAMS WILDERNESS AREA. : 8 ADULTS.","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.13789665,-121.5271497,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"135_1"
136,"RACA",NA,113,1,1942,"7/22/1942",22,7,"MT. ADAMS, BIRD LAKE : MALE;","JEWETT, S/UNKNOWN",NA,NA,"Ground","Yakima",46.1388735,-121.4393572,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"136_1"
137,"RACA",NA,113,1,1942,"7/22/1942",22,7,"MT. ADAMS, BIRD LAKE : MALE;","JEWETT, S/UNKNOWN",NA,NA,"Ground","Yakima",46.1388735,-121.4393572,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"137_1"
138,"RACA",NA,113,1,1949,"8/31/1949",31,8,"MIRROR LAKE :  ","JOHNSON, M/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Yakima",46.1388735,-121.4393572,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"138_1"
139,"RACA",NA,113,1,1949,"8/31/1949",31,8,"MIRROR LAKE, MT. ADAMS NEAR BIRD CREEK MEADOWS :  ","JOHNSON, M/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Yakima",46.1388735,-121.4393572,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"139_1"
140,"RACA",NA,113,1,1949,"8/31/1949",31,8,"MIRROR LAKE NEAR BIRD CREEK MEADOWS :  ","JOHNSON, M/UNIV PUGET SOUND - SLATER MUSEUM",NA,NA,"Ground","Yakima",46.1388735,-121.4393572,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"140_1"
141,"RACA",NA,113,1,1950,"1/1/1950",NA,NA,"BIRD CREEK MEADOWS, SOUTH SHORE OF MT. ADAMS :  THE DATE OF THE OBSERVATION WAS NOT PROVIDED  | SELECTED DEFAULT DATE ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Yakima",46.1388735,-121.4393572,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"141_1"
142,"RACA","NORTH FORK TROUT LAKE CREEK",114,1,2009,"8/6/2009",6,8,"ID 13103","RITTER, D,/VOLUNTEER;HALLOCK,L/DNR","Other survey",30,"Ground","Skamania",46.1431195,-121.683708,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"142_1"
143,"RACA","NORTH FORK TROUT LAKE CREEK",115,1,2009,"8/6/2009",6,8,"ID 131096, 13097, 13124","RITTER, D,/VOLUNTEER;HALLOCK,L/DNR","Other survey",30,"Ground","Skamania",46.1437223,-121.6839666,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"143_1"
144,"RACA",NA,116,1,1995,"9/3/1995",3,9,"UNNAMED POND IN MOUNT ADAMS WILDERNESS AREA. : 18 ADS, 200 FROGLETS, 200 TADS.","GIBBS, R/USFS",NA,NA,"Ground","Yakima",46.14679194,-121.5203918,"1/4 mile (Quarter Section)",1320,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"144_1"
145,"RACA",NA,117,1,1993,"8/21/1993",21,8,"GRAND MEADOW : 3 AD","LEONARD, B/WDOE/ WDOT /WADNR*",NA,NA,"Ground","Skamania",46.14824142,-121.6606478,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"145_1"
146,"RACA",NA,117,1,1993,"8/21/1993",21,8,"GRAND MEADOW : MANY JUV","LEONARD, B/WDOE/ WDOT /WADNR*",NA,NA,"Ground","Skamania",46.14824142,-121.6606478,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"146_1"
147,"RACA",NA,118,1,1950,"7/1/1950",1,7,"BIRD CREEK MEADOWS :  ","UNKNOWN/UNKNOWN",NA,NA,"Ground","Yakima",46.14879203,-121.4439898,"General locality",13120,3,NA,NA,1,"PO","NR",NA,NA,NA,1,"147_1"
148,"RACA","GRAND MEADOWS",119,1,2009,"8/6/2009",6,8,"ID 13115, 13116, 13117","RITTER, D,/VOLUNTEER;HALLOCK,L/DNR","Other survey",30,"Ground","Skamania",46.15039461,-121.656393,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"148_1"
149,"RACA","GRAND MEADOWS",120,1,2009,"8/6/2009",6,8,"ID 13112","RITTER, D,/VOLUNTEER;HALLOCK,L/DNR","Other survey",30,"Ground","Skamania",46.15109254,-121.6553302,"GPS",10,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"149_1"
150,"RACA",NA,121,1,1997,"8/20/1997",20,8,"LITTLE FISH LAKE : 3 ADULTS","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.15577907,-121.7020037,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"150_1"
151,"RACA",NA,122,1,1996,"8/15/1996",15,8,"LITTLE FISH LAKE : 7 ADULTS","FLICK, C/USFS;GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.15586001,-121.7021135,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"151_1"
152,"RACA",NA,123,1,1995,"9/12/1995",12,9,"UNNAMED POND IN MOUNT ADAMS WILDERNESS. : 2 ADULTS, 3 TADS.","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16677351,-121.5636567,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"152_1"
153,"RACA",NA,124,1,2000,"8/9/2000",9,8,"LOOKINGLASS LAKE : 
","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16890212,-121.5588444,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"153_1"
154,"RACA",NA,125,1,1997,"9/4/1997",4,9,"MADCAP MEADOWS : 1 TADPOLE","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16906417,-121.5530001,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"154_1"
155,"RACA",NA,126,1,2000,"8/9/2000",9,8,"MADCAP MEADOWS : 2 ADULTS/JUVENILES/TADPOLES
","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16934921,-121.5527614,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"155_1"
156,"RACA",NA,127,1,2000,"8/9/2000",9,8,"LOOKINGLASS LAKE : 3 ADULTS/50+ TADPOLES","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16943148,-121.5588294,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"156_1"
157,"RACA",NA,128,1,2000,"8/9/2000",9,8,"UNNAMED CRK IN MADCAP MEADOW : 2 ADULTS","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16943323,-121.5528888,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"157_1"
158,"RACA",NA,129,1,1997,"9/4/1997",4,9,"MADCAP MEADOWS : 200+ TADPOLES","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16969579,-121.5530118,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"158_1"
159,"RACA",NA,130,1,1996,"8/19/1996",19,8,"MADCAP MEADOWS : 2 TADPOLES/2 ADULTS","FLICK, C/USFS;GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16973608,-121.5528083,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"159_1"
160,"RACA",NA,130,1,1996,"8/19/1996",19,8,"MADCAP MEADOWS : 28 TADPOLES","FLICK, C/USFS;GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16973608,-121.5528083,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"160_1"
161,"RACA",NA,130,1,1996,"8/19/1996",19,8,"MADCAP MEADOWS : 500+ TADOLES","FLICK, C/USFS;GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16973608,-121.5528083,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"161_1"
162,"RACA",NA,131,1,1995,"9/12/1995",12,9,"LOOKINGLASS LAKE IN MOUNT ADAMS WILDERNESS. : 11 ADULTS.","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.16991096,-121.5587045,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"162_1"
163,"RACA",NA,132,1,1997,"9/4/1997",4,9,"LOOKINGGLASS LAKE : 50 TADPOLES/1FROGLET/7 ADULTS","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.17007174,-121.5587328,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"163_1"
164,"RACA",NA,133,1,1996,"8/19/1996",19,8,"LOOKINGLASS LAKE : 6 ADULTS","FLICK, C/USFS;GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.17010118,-121.5586642,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"164_1"
165,"RACA",NA,134,1,1995,"9/12/1995",12,9,"UNNAMED POND IN MADCAT MEADOWS IN MOUNT ADAMS WILDERNESS AREA. : HUNDREDS OF FROGLETS, 1200+ TADS.","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.17046118,-121.552573,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"165_1"
166,"RACA",NA,134,1,1995,"9/12/1995",12,9,"UNNAMED POND IN MADCAT MEADOWS IN MOUNT ADAMS WILDERNESS AREA. : ABOUT 100 FROGLETS & 2 TADPOLES.","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.17046118,-121.552573,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"166_1"
167,"RACA",NA,134,1,1995,"9/12/1995",12,9,"UNNAMED POND IN MADCAT MEADOWS IN MOUNT ADAMS WILDERNESS AREA. : ABOUT 180 TADPOLES.","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.17046118,-121.552573,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"167_1"
168,"RACA",NA,135,1,2000,"8/9/2000",9,8,"UNNAMED CRK IN MADCAP MEADOW : 75+ TADPOLES","GIBBS, R/USFS",NA,NA,"Ground","Skamania",46.17265033,-121.5527962,"1/4 mile (Quarter Section)",1320,5,NA,NA,1,"PO","NR",NA,NA,NA,1,"168_1"
